collection	size	text	tokens
alldata	5k	okudum	[o, ##k, ##u, ##d, ##u, ##m]
alldata	5k	okudu	[o, ##k, ##u, ##d, ##u]
alldata	5k	okumak	[o, ##k, ##u, ##m, ##a, ##k]
alldata	5k	okuma	[o, ##k, ##u, ##m, ##a]
alldata	5k	okudum	[o, ##k, ##u, ##d, ##u, ##m]
alldata	5k	okudular	[o, ##k, ##u, ##d, ##u, ##l, ##a, ##r]
alldata	5k	okuduklarımız	[o, ##k, ##u, ##d, ##u, ##k, ##l, ##a, ##r, ##ı, ##m, ##ı, ##z]
alldata	5k	okumadım	[o, ##k, ##u, ##m, ##a, ##d, ##ı, ##m]
alldata	5k	evlerimiz	[e, ##v, ##l, ##e, ##r, ##i, ##m, ##i, ##z]
alldata	5k	evimiz	[e, ##v, ##i, ##m, ##i, ##z]
alldata	5k	evimizdeki	[e, ##v, ##i, ##m, ##i, ##z, ##d, ##e, ##k, ##i]
alldata	5k	evleriniz	[e, ##v, ##l, ##e, ##r, ##i, ##n, ##i, ##z]
alldata	5k	evlerimizden	[e, ##v, ##l, ##e, ##r, ##i, ##m, ##i, ##z, ##d, ##e, ##n]
alldata	5k	kitapçılardan	[k, ##i, ##t, ##a, ##p, ##ç, ##ı, ##l, ##a, ##r, ##d, ##a, ##n]
alldata	5k	gelmeyeceksiniz	[g, ##e, ##l, ##m, ##e, ##y, ##e, ##c, ##e, ##k, ##s, ##i, ##n, ##i, ##z]
alldata	5k	yazdırılmayacakmışsınız	[y, ##a, ##z, ##d, ##ı, ##r, ##ı, ##l, ##m, ##a, ##y, ##a, ##c, ##a, ##k, ##m, ##ı, ##ş, ##s, ##ı, ##n, ##ı, ##z]
alldata	5k	demokrasileştirmenin	[d, ##e, ##m, ##o, ##k, ##r, ##a, ##s, ##i, ##l, ##e, ##ş, ##t, ##i, ##r, ##m, ##e, ##n, ##i, ##n]
alldata	5k	Ankara’dan	[A, ##n, ##k, ##a, ##r, ##a, [UNK], d, ##a, ##n]
alldata	5k	İstanbul'uyla	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', u, ##y, ##l, ##a]
alldata	5k	İstanbul'a	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', a]
alldata	5k	İstanbul'da	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', d, ##a]
alldata	5k	İstanbul'dan	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', d, ##a, ##n]
alldata	5k	görülebilirdi	[g, ##ö, ##r, ##ü, ##l, ##e, ##b, ##i, ##l, ##i, ##r, ##d, ##i]
alldata	5k	çalıştırılabilir	[ç, ##a, ##l, ##ı, ##ş, ##t, ##ı, ##r, ##ı, ##l, ##a, ##b, ##i, ##l, ##i, ##r]
alldata	5k	kapkara	[k, ##a, ##p, ##k, ##a, ##r, ##a]
alldata	5k	Ankara'ya	[A, ##n, ##k, ##a, ##r, ##a, ', y, ##a]
alldata	5k	Ankara'dan	[A, ##n, ##k, ##a, ##r, ##a, ', d, ##a, ##n]
alldata	5k	Ankara'da	[A, ##n, ##k, ##a, ##r, ##a, ', d, ##a]
alldata	5k	1923'te	[1, ##9, ##2, ##3, ', t, ##e]
alldata	10k	ev	[e, ##v]
alldata	10k	evim	[e, ##v, ##i, ##m]
alldata	10k	evlerimiz	[e, ##v, ##l, ##e, ##r, ##i, ##m, ##i, ##z]
alldata	10k	evde	[e, ##v, ##d, ##e]
alldata	10k	evden	[e, ##v, ##d, ##e, ##n]
alldata	10k	evdeki	[e, ##v, ##d, ##e, ##k, ##i]
alldata	10k	evdekiler	[e, ##v, ##d, ##e, ##k, ##i, ##l, ##e, ##r]
alldata	10k	okudum	[o, ##k, ##u, ##d, ##u, ##m]
alldata	10k	okudu	[o, ##k, ##u, ##d, ##u]
alldata	10k	okumak	[o, ##k, ##u, ##m, ##a, ##k]
alldata	10k	okuma	[o, ##k, ##u, ##m, ##a]
alldata	10k	okudum	[o, ##k, ##u, ##d, ##u, ##m]
alldata	10k	okudular	[o, ##k, ##u, ##d, ##u, ##l, ##a, ##r]
alldata	10k	okuduklarımız	[o, ##k, ##u, ##d, ##u, ##k, ##l, ##a, ##r, ##ı, ##m, ##ı, ##z]
alldata	10k	okumadım	[o, ##k, ##u, ##m, ##a, ##d, ##ı, ##m]
alldata	10k	evlerimiz	[e, ##v, ##l, ##e, ##r, ##i, ##m, ##i, ##z]
alldata	10k	evimiz	[e, ##v, ##i, ##m, ##i, ##z]
alldata	10k	evimizdeki	[e, ##v, ##i, ##m, ##i, ##z, ##d, ##e, ##k, ##i]
alldata	10k	evleriniz	[e, ##v, ##l, ##e, ##r, ##i, ##n, ##i, ##z]
alldata	10k	evlerimizden	[e, ##v, ##l, ##e, ##r, ##i, ##m, ##i, ##z, ##d, ##e, ##n]
alldata	10k	kitapçılardan	[k, ##i, ##t, ##a, ##p, ##ç, ##ı, ##l, ##a, ##r, ##d, ##a, ##n]
alldata	10k	gelmeyeceksiniz	[g, ##e, ##l, ##m, ##e, ##y, ##e, ##c, ##e, ##k, ##s, ##i, ##n, ##i, ##z]
alldata	10k	yazdırılmayacakmışsınız	[y, ##a, ##z, ##d, ##ı, ##r, ##ı, ##l, ##m, ##a, ##y, ##a, ##c, ##a, ##k, ##m, ##ı, ##ş, ##s, ##ı, ##n, ##ı, ##z]
alldata	10k	demokrasileştirmenin	[d, ##e, ##m, ##o, ##k, ##r, ##a, ##s, ##i, ##l, ##e, ##ş, ##t, ##i, ##r, ##m, ##e, ##n, ##i, ##n]
alldata	10k	Ankara’dan	[A, ##n, ##k, ##a, ##r, ##a, [UNK], d, ##a, ##n]
alldata	10k	İstanbul'uyla	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', u, ##y, ##l, ##a]
alldata	10k	İstanbul'a	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', a]
alldata	10k	İstanbul'da	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', d, ##a]
alldata	10k	İstanbul'dan	[İ, ##s, ##t, ##a, ##n, ##b, ##u, ##l, ', d, ##a, ##n]
alldata	10k	görülebilirdi	[g, ##ö, ##r, ##ü, ##l, ##e, ##b, ##i, ##l, ##i, ##r, ##d, ##i]
alldata	10k	çalıştırılabilir	[ç, ##a, ##l, ##ı, ##ş, ##t, ##ı, ##r, ##ı, ##l, ##a, ##b, ##i, ##l, ##i, ##r]
alldata	10k	kapkara	[k, ##a, ##p, ##k, ##a, ##r, ##a]
alldata	10k	Ankara'ya	[A, ##n, ##k, ##a, ##r, ##a, ', y, ##a]
alldata	10k	Ankara'dan	[A, ##n, ##k, ##a, ##r, ##a, ', d, ##a, ##n]
alldata	10k	Ankara'da	[A, ##n, ##k, ##a, ##r, ##a, ', d, ##a]
alldata	10k	1923'te	[1, ##9, ##2, ##3, ', t, ##e]
alldata	20k	ev	[ev]
alldata	20k	evim	[ev, ##im]
alldata	20k	evlerimiz	[ev, ##leri, ##m, ##iz]
alldata	20k	evde	[ev, ##de]
alldata	20k	evden	[ev, ##den]
alldata	20k	evdeki	[ev, ##deki]
alldata	20k	evdekiler	[ev, ##deki, ##ler]
alldata	20k	okudum	[ok, ##u, ##du, ##m]
alldata	20k	okudu	[ok, ##u, ##du]
alldata	20k	okumak	[ok, ##um, ##ak]
alldata	20k	okuma	[ok, ##um, ##a]
alldata	20k	okudum	[ok, ##u, ##du, ##m]
alldata	20k	okudular	[ok, ##u, ##du, ##lar]
alldata	20k	okuduklarımız	[ok, ##u, ##du, ##k, ##larımız]
alldata	20k	okumadım	[ok, ##um, ##ad, ##ım]
alldata	20k	evlerimiz	[ev, ##leri, ##m, ##iz]
alldata	20k	evimiz	[ev, ##imiz]
alldata	20k	evimizdeki	[ev, ##imiz, ##deki]
alldata	20k	evleriniz	[ev, ##lerini, ##z]
alldata	20k	evlerimizden	[ev, ##leri, ##m, ##iz, ##den]
alldata	20k	kitapçılardan	[ki, ##ta, ##p, ##ç, ##ıla, ##r, ##dan]
alldata	20k	gelmeyeceksiniz	[gel, ##meye, ##ce, ##k, ##siniz]
alldata	20k	yazdırılmayacakmışsınız	[yaz, ##dır, ##ıl, ##maya, ##cak, ##mış, ##sı, ##nı, ##z]
alldata	20k	demokrasileştirmenin	[de, ##m, ##ok, ##ra, ##si, ##leştir, ##men, ##in]
alldata	20k	Ankara’dan	[An, ##ka, ##ra, [UNK], da, ##n]
alldata	20k	İstanbul'uyla	[İst, ##an, ##bul, ', uy, ##la]
alldata	20k	İstanbul'a	[İst, ##an, ##bul, ', a]
alldata	20k	İstanbul'da	[İst, ##an, ##bul, ', da]
alldata	20k	İstanbul'dan	[İst, ##an, ##bul, ', da, ##n]
alldata	20k	görülebilirdi	[gör, ##ül, ##ebilir, ##di]
alldata	20k	çalıştırılabilir	[çalış, ##tır, ##ıla, ##bilir]
alldata	20k	kapkara	[kap, ##ka, ##ra]
alldata	20k	Ankara'ya	[An, ##ka, ##ra, ', ya]
alldata	20k	Ankara'dan	[An, ##ka, ##ra, ', da, ##n]
alldata	20k	Ankara'da	[An, ##ka, ##ra, ', da]
alldata	20k	1923'te	[19, ##2, ##3, ', te]
alldata	32k	ev	[ev]
alldata	32k	evim	[evi, ##m]
alldata	32k	evlerimiz	[ev, ##lerimiz]
alldata	32k	evde	[evde]
alldata	32k	evden	[evden]
alldata	32k	evdeki	[evde, ##ki]
alldata	32k	evdekiler	[evde, ##kil, ##er]
alldata	32k	okudum	[okudum]
alldata	32k	okudu	[oku, ##du]
alldata	32k	okumak	[okumak]
alldata	32k	okuma	[okuma]
alldata	32k	okudum	[okudum]
alldata	32k	okudular	[oku, ##du, ##lar]
alldata	32k	okuduklarımız	[oku, ##dukları, ##mız]
alldata	32k	okumadım	[okuma, ##dım]
alldata	32k	evlerimiz	[ev, ##lerimiz]
alldata	32k	evimiz	[evi, ##mi, ##z]
alldata	32k	evimizdeki	[evi, ##mi, ##z, ##deki]
alldata	32k	evleriniz	[ev, ##leriniz]
alldata	32k	evlerimizden	[ev, ##lerimizden]
alldata	32k	kitapçılardan	[kitap, ##çılar, ##dan]
alldata	32k	gelmeyeceksiniz	[gelmeye, ##cek, ##siniz]
alldata	32k	yazdırılmayacakmışsınız	[yazdı, ##rı, ##l, ##mayacak, ##mış, ##sınız]
alldata	32k	demokrasileştirmenin	[demokrasi, ##leştirme, ##nin]
alldata	32k	Ankara’dan	[Ankara, [UNK], dan]
alldata	32k	İstanbul'uyla	[İstanbul, ', uy, ##la]
alldata	32k	İstanbul'a	[İstanbul, ', a]
alldata	32k	İstanbul'da	[İstanbul, ', da]
alldata	32k	İstanbul'dan	[İstanbul, ', dan]
alldata	32k	görülebilirdi	[görülebilir, ##di]
alldata	32k	çalıştırılabilir	[çalıştır, ##ılabilir]
alldata	32k	kapkara	[kap, ##kar, ##a]
alldata	32k	Ankara'ya	[Ankara, ', ya]
alldata	32k	Ankara'dan	[Ankara, ', dan]
alldata	32k	Ankara'da	[Ankara, ', da]
alldata	32k	1923'te	[192, ##3, ', te]
alldata	52k	ev	[ev]
alldata	52k	evim	[evi, ##m]
alldata	52k	evlerimiz	[evleri, ##mi, ##z]
alldata	52k	evde	[evde]
alldata	52k	evden	[evden]
alldata	52k	evdeki	[evdeki]
alldata	52k	evdekiler	[evdeki, ##ler]
alldata	52k	okudum	[okudum]
alldata	52k	okudu	[okudu]
alldata	52k	okumak	[okumak]
alldata	52k	okuma	[okuma]
alldata	52k	okudum	[okudum]
alldata	52k	okudular	[okudu, ##lar]
alldata	52k	okuduklarımız	[okudu, ##k, ##larımız]
alldata	52k	okumadım	[okuma, ##dım]
alldata	52k	evlerimiz	[evleri, ##mi, ##z]
alldata	52k	evimiz	[evi, ##mi, ##z]
alldata	52k	evimizdeki	[evi, ##mi, ##z, ##deki]
alldata	52k	evleriniz	[evlerini, ##z]
alldata	52k	evlerimizden	[evleri, ##mi, ##z, ##den]
alldata	52k	kitapçılardan	[kitapçı, ##lardan]
alldata	52k	gelmeyeceksiniz	[gelmeyecek, ##siniz]
alldata	52k	yazdırılmayacakmışsınız	[yazdır, ##ılmayacak, ##mış, ##sınız]
alldata	52k	demokrasileştirmenin	[demokrasi, ##leştirme, ##nin]
alldata	52k	Ankara’dan	[Ankara, [UNK], dan]
alldata	52k	İstanbul'uyla	[İstanbul, ', uy, ##la]
alldata	52k	İstanbul'a	[İstanbul, ', a]
alldata	52k	İstanbul'da	[İstanbul, ', da]
alldata	52k	İstanbul'dan	[İstanbul, ', dan]
alldata	52k	görülebilirdi	[görülebilir, ##di]
alldata	52k	çalıştırılabilir	[çalıştır, ##ılabilir]
alldata	52k	kapkara	[kap, ##kara]
alldata	52k	Ankara'ya	[Ankara, ', ya]
alldata	52k	Ankara'dan	[Ankara, ', dan]
alldata	52k	Ankara'da	[Ankara, ', da]
alldata	52k	1923'te	[1923, ', te]
alldata	128k	ev	[ev]
alldata	128k	evim	[evim]
alldata	128k	evlerimiz	[evleri, ##miz]
alldata	128k	evde	[evde]
alldata	128k	evden	[evden]
alldata	128k	evdeki	[evdeki]
alldata	128k	evdekiler	[evdeki, ##ler]
alldata	128k	okudum	[okudum]
alldata	128k	okudu	[okudu]
alldata	128k	okumak	[okumak]
alldata	128k	okuma	[okuma]
alldata	128k	okudum	[okudum]
alldata	128k	okudular	[okudular]
alldata	128k	okuduklarımız	[okudukları, ##mız]
alldata	128k	okumadım	[okumadım]
alldata	128k	evlerimiz	[evleri, ##miz]
alldata	128k	evimiz	[evimiz]
alldata	128k	evimizdeki	[evimizde, ##ki]
alldata	128k	evleriniz	[evlerini, ##z]
alldata	128k	evlerimizden	[evlerimizde, ##n]
alldata	128k	kitapçılardan	[kitapçı, ##lardan]
alldata	128k	gelmeyeceksiniz	[gelmeyecek, ##siniz]
alldata	128k	yazdırılmayacakmışsınız	[yazdır, ##ılmayacak, ##mışsın, ##ız]
alldata	128k	demokrasileştirmenin	[demokrasi, ##leştirmenin]
alldata	128k	Ankara’dan	[Ankara, [UNK], dan]
alldata	128k	İstanbul'uyla	[İstanbul, ', uy, ##la]
alldata	128k	İstanbul'a	[İstanbul, ', a]
alldata	128k	İstanbul'da	[İstanbul, ', da]
alldata	128k	İstanbul'dan	[İstanbul, ', dan]
alldata	128k	görülebilirdi	[görülebilir, ##di]
alldata	128k	çalıştırılabilir	[çalıştırılabilir]
alldata	128k	kapkara	[kapkara]
alldata	128k	Ankara'ya	[Ankara, ', ya]
alldata	128k	Ankara'dan	[Ankara, ', dan]
alldata	128k	Ankara'da	[Ankara, ', da]
alldata	128k	1923'te	[1923, ', te]
